Race,Year,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
Pennsylvania - 6,2006,Gerlach,R,46,Murphy,D,52,Und.,N/A,2
Pennsylvania - 6,2006,Gerlach,R,41,Murphy,D,43,Und.,N/A,16
Pennsylvania - 6,2006,Gerlach,R,44,Murphy,D,41,Und.,N/A,15
Pennsylvania - 6,2006,Gerlach,R,47,Murphy,D,36,Und.,N/A,17
Pennsylvania - 6,2006,Gerlach,R,45,Murphy,D,50,Und.,N/A,5
Pennsylvania - 6,2006,Gerlach,R,41,Murphy,D,42,Und.,N/A,--
Pennsylvania - 7,2006,Weldon,R,44,Sestak,D,52,Und.,N/A,5
Pennsylvania - 7,2006,Weldon,R,44,Sestak,D,45,Und.,N/A,11
Pennsylvania - 7,2006,Weldon,R,52,Sestak,D,33,Und.,N/A,15
Pennsylvania - 7,2006,Weldon,R,51,Sestak,D,41,Und.,N/A,8
Pennsylvania - 8,2006,Fitzpatrick,R,47,Murphy,D,42,Und.,N/A,--
Pennsylvania - 8,2006,Fitzpatrick,R,47,Murphy,D,50,Und.,N/A,3
Pennsylvania - 8,2006,Fitzpatrick,R,48,Murphy,D,39,Und.,N/A,10
Pennsylvania - 8,2006,Fitzpatrick,R,40,Murphy,D,44,Und.,N/A,--
Pennsylvania - 8,2006,Fitzpatrick,R,53,Murphy,D,45,Und.,N/A,2
Pennsylvania - 8,2006,Fitzpatrick,R,44,Murphy,D,38,Und.,N/A,--
Pennsylvania - 10,2006,Sherwood,R,39,Carney,D,48,Und.,N/A,13
Pennsylvania - 10,2006,Sherwood,R,37,Carney,D,52,Und.,N/A,--
Pennsylvania - 10,2006,Sherwood,R,37,Carney,D,51,Und.,N/A,--
Pennsylvania - 10,2006,Sherwood,R,38,Carney,D,47,Und.,N/A,15
Pennsylvania - 10,2006,Sherwood,R,43,Carney,D,50,Und.,N/A,7
Pennsylvania - 10,2006,Sherwood,R,49,Carney,D,43,Und.,N/A,--
