Race,Year,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
New Hampshire 1st District,2012,Guinta,R,41,Shea-Porter,D,38,,,
New Hampshire 1st District,2012,Guinta,R,45,Shea-Porter,D,35,,,
New Hampshire 1st District,2012,Guinta,R,38,Shea-Porter,D,47,,,
New Hampshire 1st District,2012,Guinta,R,43,Shea-Porter,D,45,,,
New Hampshire 1st District,2012,Guinta,R,43,Shea-Porter,D,47,,,
New Hampshire 1st District,2012,Guinta,R,39,Shea-Porter,D,44,,,
New Hampshire 1st District,2012,Guinta,R,48,Shea-Porter,D,41,,,
New Hampshire 2nd District,2012,Bass,R,43,Kuster,D,53,,,
New Hampshire 2nd District,2012,Bass,R,41,Kuster,D,47,,,
New Hampshire 2nd District,2012,Bass,R,36,Kuster,D,39,,,
New Hampshire 2nd District,2012,Bass,R,35,Kuster,D,38,,,
New Hampshire 2nd District,2012,Bass,R,41,Kuster,D,42,,,
New Hampshire 2nd District,2012,Bass,R,42,Kuster,D,37,,,
New Hampshire 2nd District,2012,Bass,R,42,Kuster,D,42,,,
New Hampshire 2nd District,2012,Bass,R,39,Kuster,D,40,,,
New Hampshire 2nd District,2012,Bass,R,43,Kuster,D,42,,,
New Hampshire Governor,2010,Lynch,D,51.0,Stephen,R,43.3,,,
New Hampshire Governor,2010,Lynch,D,49,Stephen,R,41,,,
New Hampshire Governor,2010,Lynch,D,53,Stephen,R,44,,,
New Hampshire Governor,2010,Lynch,D,51,Stephen,R,45,,,
New Hampshire Senate,2010,Ayotte,R,55.3,Hodes,D,39.3,,,
New Hampshire Senate,2010,Ayotte,R,54,Hodes,D,36,,,
New Hampshire Senate,2010,Ayotte,R,56,Hodes,D,41,,,
New Hampshire Senate,2010,Ayotte,R,56,Hodes,D,41,,,
New Hampshire 1st District,2010,Guinta,R,46,Shea-Porter,D,39,,,
New Hampshire 1st District,2010,Guinta,R,47,Shea-Porter,D,42,,,
New Hampshire 1st District,2010,Guinta,R,48,Shea-Porter,D,36,,,
New Hampshire 1st District,2010,Guinta,R,49,Shea-Porter,D,39,,,
New Hampshire 1st District,2010,Guinta,R,50,Shea-Porter,D,40,,,
New Hampshire 1st District,2010,Guinta,R,42,Shea-Porter,D,38,,,
New Hampshire 1st District,2010,Guinta,R,46,Shea-Porter,D,45,,,
New Hampshire 1st District,2010,Guinta,R,43,Shea-Porter,D,33,,,
New Hampshire 1st District,2010,Guinta,R,39,Shea-Porter,D,44,,,
New Hampshire 2nd District,2010,Bass,R,40,Kuster,D,43,,,
New Hampshire 2nd District,2010,Bass,R,36,Kuster,D,43,,,
New Hampshire 2nd District,2010,Bass,R,45,Kuster,D,42,,,
New Hampshire 2nd District,2010,Bass,R,43,Kuster,D,38,,,
New Hampshire 2nd District,2010,Bass,R,38,Kuster,D,36,,,
New Hampshire 2nd District,2010,Bass,R,42,Kuster,D,30,,,
New Hampshire 2nd District,2010,Bass,R,39,Kuster,D,28,,,
New Hampshire 2nd District,2010,Bass,R,47,Kuster,D,29,,,
New Hampshire Senate,2008,Shaheen,D,50.8,Sununu,R,41.2,,,
New Hampshire Senate,2008,Shaheen,D,48,Sununu,R,42,,,
New Hampshire Senate,2008,Shaheen,D,52,Sununu,R,44,,,
New Hampshire Senate,2008,Shaheen,D,53,Sununu,R,40,,,
New Hampshire Senate,2008,Shaheen,D,53,Sununu,R,41,,,
New Hampshire Senate,2008,Shaheen,D,48,Sununu,R,39,,,
New Hampshire 1st District,2008,Bradley,R,39,Shea-Porter,D,44,,,
New Hampshire 1st District,2008,Bradley,R,45,Shea-Porter,D,42,,,
New Hampshire 1st District,2008,Bradley,R,43,Shea-Porter,D,48,,,
New Hampshire 1st District,2008,Bradley,R,41,Shea-Porter,D,50,,,
New Hampshire 1st District,2008,Bradley,R,43,Shea-Porter,D,44,,,
New Hampshire 1st District,2008,Bradley,R,46,Shea-Porter,D,40,,,
New Hampshire 1st District,2008,Bradley,R,45,Shea-Porter,D,39,,,
New Hampshire Governor Race,2006,Coburn,R,19,Lynch,D,72,Und.,N/A,8
New Hampshire Governor Race,2006,Coburn,R,26,Lynch,D,67,Und.,N/A,7
New Hampshire Governor Race,2006,Coburn,R,18,Lynch,D,71,Und.,N/A,7
New Hampshire Governor Race,2006,Coburn,R,31,Lynch,D,59,Und.,N/A,10
New Hampshire Governor Race,2006,Coburn,R,14,Lynch,D,69,Und.,N/A,16
New Hampshire Governor Race,2006,Coburn,R,23,Lynch,D,73,Und.,N/A,4
New Hampshire Governor Race,2006,Coburn,R,24,Lynch,D,61,Und.,N/A,15
New Hampshire - 2,2006,Bass,R,39,Hodes,D,44,Und.,N/A,14
New Hampshire - 2,2006,Bass,R,47,Hodes,D,46,Und.,N/A,5
New Hampshire - 2,2006,Bass,R,36,Hodes,D,49,Und.,N/A,11
New Hampshire - 2,2006,Bass,R,37,Hodes,D,45,Und.,N/A,14
New Hampshire - 2,2006,Bass,R,47,Hodes,D,44,Und.,N/A,--
New Hampshire - 2,2006,Bass,R,47,Hodes,D,50,Und.,N/A,3
New Hampshire - 2,2006,Bass,R,46,Hodes,D,36,Und.,N/A,17
New Hampshire - 2,2006,Bass,R,41,Hodes,D,41,Und.,N/A,--
New Hampshire - 2,2006,Bass,R,55,Hodes,D,30,Und.,N/A,14
New Hampshire - 2,2006,Bass,R,43,Hodes,D,42,Und.,N/A,--
New Hampshire - 2,2006,Bass,R,53,Hodes,D,25,Und.,N/A,22
New Hampshire - 2,2006,Bass,R,42,Hodes,D,35,Und.,N/A,--
