,State,Year,Position,District,Candidate,Party,Actual Vote Share
133,IA,2018,State Representative,63,Eric Stromberg,DEM,
134,IA,2018,State Representative,64,Bruce Bearinger,DEM,
135,IA,2018,State Representative,65,Liz Bennett,DEM,
136,IA,2018,State Representative,65,George Olmsted,REP,
137,IA,2018,State Representative,66,Art Staed,DEM,
138,IA,2018,State Representative,66,Teresa Daubitz,REP,
139,IA,2018,State Representative,67,Ashley Hinson,REP,
140,IA,2018,State Representative,67,Eric Gjerde,DEM,
141,IA,2018,State Representative,68,Molly Donahue,DEM,
142,IA,2018,State Representative,68,Randy Ray,REP,
143,IA,2018,State Representative,69,Kirsten Running-Marquardt,DEM,
144,IA,2018,State Representative,7,Debra Jensen,DEM,
145,IA,2018,State Representative,7,Tedd Gassman,REP,
146,IA,2018,State Representative,70,Tracy Ehlert,DEM,
147,IA,2018,State Representative,70,Myra Matejka,LIB,
148,IA,2018,State Representative,71,Mark Smith,DEM,
149,IA,2018,State Representative,71,James Perez,REP,
150,IA,2018,State Representative,72,Dean Fisher,REP,
151,IA,2018,State Representative,72,Mindy Benson,DEM,
152,IA,2018,State Representative,73,Bobby Kaufmann,REP,
153,IA,2018,State Representative,73,Jodi Clemens,DEM,
154,IA,2018,State Representative,74,David Jacoby,DEM,
155,IA,2018,State Representative,75,Paula Denison,DEM,
156,IA,2018,State Representative,75,Thomas Gerhold,REP,
157,IA,2018,State Representative,75,John George,LIB,
158,IA,2018,State Representative,76,David Maxwell,REP,
159,IA,2018,State Representative,76,Ann Egley,DEM,
160,IA,2018,State Representative,77,Amy Nielsen,DEM,
161,IA,2018,State Representative,78,Jarad Klein,REP,
162,IA,2018,State Representative,78,Kimberly Davis,DEM,
163,IA,2018,State Representative,79,Dustin Hite,REP,
164,IA,2018,State Representative,79,Samantha Keith,DEM,
165,IA,2018,State Representative,79,Nicholas Ryan,LIB,
166,IA,2018,State Representative,8,Connie Price,DEM,
167,IA,2018,State Representative,8,Terry Baxter,REP,
168,IA,2018,State Representative,80,Susan McDanel,DEM,
169,IA,2018,State Representative,80,Holly Brink,REP,
170,IA,2018,State Representative,81,Mary Gaskill,DEM,
171,IA,2018,State Representative,81,Cherielynn Westrich,REP,
172,IA,2018,State Representative,82,Phil Miller,DEM,
173,IA,2018,State Representative,82,Jeff Shipley,REP,
174,IA,2018,State Representative,83,Jeff Kurtz,DEM,
175,IA,2018,State Representative,83,Jeffrey Reichman,REP,
176,IA,2018,State Representative,84,Jason Moats,DEM,
177,IA,2018,State Representative,84,Joe Mitchell,REP,
178,IA,2018,State Representative,85,Vicki Lensing,DEM,
179,IA,2018,State Representative,86,Mary Mascher,DEM,
180,IA,2018,State Representative,87,Tim Goodwin,REP,
181,IA,2018,State Representative,87,Dennis Cohoon,DEM,
182,IA,2018,State Representative,88,David Kerr,REP,
183,IA,2018,State Representative,88,Lanny Hillyard,DEM,
184,IA,2018,State Representative,89,Monica Kurth,DEM,
185,IA,2018,State Representative,9,Ann Meyer,REP,
186,IA,2018,State Representative,9,Megan Sr.inivas,DEM,
187,IA,2018,State Representative,90,Cindy Winckler,DEM,
188,IA,2018,State Representative,91,Gary Carlson,REP,
189,IA,2018,State Representative,91,Laura Liegois,DEM,
190,IA,2018,State Representative,92,Ross Paustian,REP,
191,IA,2018,State Representative,92,Jean Simpson,DEM,
192,IA,2018,State Representative,93,Phyllis Thede,DEM,
193,IA,2018,State Representative,94,Gary Mohr,REP,
194,IA,2018,State Representative,94,Joan Marttila,DEM,
195,IA,2018,State Representative,95,Christian Andrews,DEM,
196,IA,2018,State Representative,95,Louie Zumbach,REP,
197,IA,2018,State Representative,96,Lee Hein,REP,
198,IA,2018,State Representative,96,Reenie Montgomery,DEM,
199,IA,2018,State Representative,97,Tim McClimon,DEM,
200,IA,2018,State Representative,97,Norlin Mommsen,REP,
201,IA,2018,State Representative,97,David Melchert,LIB,
202,IA,2018,State Representative,98,Mary Lynn Wolfe,DEM,
203,IA,2018,State Representative,99,Lindsay James,DEM,
204,IA,2018,State Representative,99,Pauline Chilton,REP,
208,IA,2018,State Senator,1,Zach Whiting,REP,
209,IA,2018,State Senator,11,Tom Shipley,REP,
210,IA,2018,State Senator,11,Sara Ramsey,DEM,
211,IA,2018,State Senator,13,Vicky Brenner,DEM,
212,IA,2018,State Senator,13,Julian Garrett,REP,
213,IA,2018,State Senator,15,Dan Nieland,DEM,
214,IA,2018,State Senator,15,Zach Nunn,REP,
215,IA,2018,State Senator,17,Tony Bisignano,DEM,
216,IA,2018,State Senator,19,Jack Whitver,REP,
217,IA,2018,State Senator,19,Amber Gustafson,DEM,
218,IA,2018,State Senator,21,Claire Celsi,DEM,
219,IA,2018,State Senator,21,Brian Bales,REP,
220,IA,2018,State Senator,23,Herman Quirmbach,DEM,
221,IA,2018,State Senator,23,Eric Cooper,LIB,
222,IA,2018,State Senator,25,Annette Sweeney,REP,
223,IA,2018,State Senator,25,Tracy Freese,DEM,
224,IA,2018,State Senator,27,Amanda Elsie Ragan,DEM,
225,IA,2018,State Senator,27,Shannon Latham,REP,
226,IA,2018,State Senator,29,Tod Bowman,DEM,
227,IA,2018,State Senator,29,Carrie Koelker,REP,
228,IA,2018,State Senator,3,Dave Dawson,DEM,
229,IA,2018,State Senator,3,Jim Carlin,REP,
230,IA,2018,State Senator,31,Bill Dotzler,DEM,
231,IA,2018,State Senator,33,Robert Hogg,DEM,
232,IA,2018,State Senator,33,Edward Bernie Hayes,REP,
233,IA,2018,State Senator,35,Todd Taylor,DEM,
234,IA,2018,State Senator,37,Zach Wahls,DEM,
235,IA,2018,State Senator,37,Carl Krambeck,LIB,
236,IA,2018,State Senator,39,Kevin Kinney,DEM,
237,IA,2018,State Senator,39,Heather Hora,REP,
238,IA,2018,State Senator,41,Mary Stewart,DEM,
239,IA,2018,State Senator,41,Mariannette Miller-Meeks,REP,
240,IA,2018,State Senator,43,Joseph Bolkcom,DEM,
241,IA,2018,State Senator,43,Patrick Joseph Wronkiewicz,REP,
242,IA,2018,State Senator,45,Jim Lykam,DEM,
243,IA,2018,State Senator,47,Roby Smith,REP,
244,IA,2018,State Senator,47,Marie Gleason,DEM,
245,IA,2018,State Senator,49,Chris Cournoyer,REP,
246,IA,2018,State Senator,49,Patti Robinson,DEM,
247,IA,2018,State Senator,5,Tim Kraayenbrink,REP,
248,IA,2018,State Senator,5,John Obrien,DEM,
249,IA,2018,State Senator,7,Jackie Smith,DEM,
250,IA,2018,State Senator,7,Rick Bertrand,REP,
251,IA,2018,State Senator,9,Jason Schultz,REP,
3,IA,2018,U.S. Representative,1,Abby Finkenauer,DEM,
4,IA,2018,U.S. Representative,1,Rodney Blum,REP,
5,IA,2018,U.S. Representative,1,Troy Hageman,LIB,
6,IA,2018,U.S. Representative,2,Dave Wayne Loebsack,DEM,
7,IA,2018,U.S. Representative,2,Christopher Peters,REP,
8,IA,2018,U.S. Representative,2,Mark David Strauss,LIB,
9,IA,2018,U.S. Representative,3,David Young,REP,
10,IA,2018,U.S. Representative,3,Cindy Axne,DEM,
11,IA,2018,U.S. Representative,3,Bryan Jack Holder,LIB,
12,IA,2018,U.S. Representative,4,James Scholten,DEM,
13,IA,2018,U.S. Representative,4,Steve King,REP,
14,IA,2018,U.S. Representative,4,Charles Aldrich,LIB,
