,State,Year,Position,District,Candidate,Party,Actual Vote Share
64,SC,2018,State Representative,120,Weston Newton,REP,
65,SC,2018,State Representative,120,Ryan Martz,DEM,
66,SC,2018,State Representative,121,Michael Rivers Sr.,DEM,
67,SC,2018,State Representative,122,Shedron Williams,DEM,
68,SC,2018,State Representative,123,Jeff Bradley,REP,
69,SC,2018,State Representative,123,Mario Martinez,DEM,
70,SC,2018,State Representative,124,Shannon Erickson,REP,
71,SC,2018,State Representative,13,John McCravy,REP,
72,SC,2018,State Representative,13,Michael Gaskin,DEM,
73,SC,2018,State Representative,14,Mike Pitts,REP,
74,SC,2018,State Representative,15,Samuel Rivers Jr.,REP,
75,SC,2018,State Representative,15,Ja Moore,DEM,
76,SC,2018,State Representative,16,Mark Willis,REP,
77,SC,2018,State Representative,17,James Mikell Burns,REP,
78,SC,2018,State Representative,17,Judi Buckley,DEM,
79,SC,2018,State Representative,18,Tommy Stringer,REP,
80,SC,2018,State Representative,19,Dwight Loftis,REP,
81,SC,2018,State Representative,19,Carrie Counton,DEM,
82,SC,2018,State Representative,2,William Sandifer III,REP,
83,SC,2018,State Representative,2,Jody Gaulin,DEM,
84,SC,2018,State Representative,20,Adam Morgan,REP,
85,SC,2018,State Representative,21,Bobby Cox,REP,
86,SC,2018,State Representative,22,Jason Elliott,REP,
87,SC,2018,State Representative,22,K Brown,DEM,
88,SC,2018,State Representative,23,Chandra Dillard,DEM,
89,SC,2018,State Representative,24,Bruce Bannister,REP,
90,SC,2018,State Representative,25,Leola Robinson-Simpson,DEM,
91,SC,2018,State Representative,25,Tony Boyce,INDEPENDENCE,
92,SC,2018,State Representative,26,John Kraljevich Jr.,DEM,
93,SC,2018,State Representative,26,Raye Felder,REP,
94,SC,2018,State Representative,27,Garry Smith,REP,
95,SC,2018,State Representative,28,Ashley Trantham,REP,
96,SC,2018,State Representative,29,Dennis Carroll Moss,REP,
97,SC,2018,State Representative,3,Sean McGary,REP,
98,SC,2018,State Representative,30,Van Stephen Moss,REP,
99,SC,2018,State Representative,31,Rosalyn Henderson-Myers,DEM,
100,SC,2018,State Representative,32,Max Hyde Jr.,REP,
101,SC,2018,State Representative,33,Eddie Tallon,REP,
102,SC,2018,State Representative,34,Paul Michael Forrester,REP,
103,SC,2018,State Representative,35,William Chumley,REP,
104,SC,2018,State Representative,35,Helen Pendarvis,DEM,
105,SC,2018,State Representative,36,Merita Ann Allison,REP,
106,SC,2018,State Representative,37,Steven Long,REP,
107,SC,2018,State Representative,38,Roy Josiah Magnuson,REP,
108,SC,2018,State Representative,39,Cally Forrest Jr.,REP,
109,SC,2018,State Representative,4,Davey Hiott,REP,
110,SC,2018,State Representative,40,Richard Martin Jr.,REP,
111,SC,2018,State Representative,41,Annie McDaniel,DEM,
112,SC,2018,State Representative,41,Fred Kennedy,UNITED CITIZENS,
113,SC,2018,State Representative,42,Leon Doug Gilliam,REP,
114,SC,2018,State Representative,43,Thomas Ligon,REP,
115,SC,2018,State Representative,43,Tom Hawk,DEM,
116,SC,2018,State Representative,44,Mandy Powers Norrell,DEM,
117,SC,2018,State Representative,45,Brandon Newton,REP,
118,SC,2018,State Representative,45,Ethel Corin Buskey,DEM,
119,SC,2018,State Representative,46,Carl Kenny Dicks,DEM,
120,SC,2018,State Representative,47,Tommy Pope,REP,
121,SC,2018,State Representative,47,Marty Cotton,DEM,
122,SC,2018,State Representative,48,Bruce Bryant,REP,
123,SC,2018,State Representative,48,Vickie Holt,DEM,
124,SC,2018,State Representative,49,John King,DEM,
125,SC,2018,State Representative,49,Johnny Walker,AMERICAN,
126,SC,2018,State Representative,5,Neal Anthony Collins,REP,
127,SC,2018,State Representative,50,William Walter Wheeler III,DEM,
128,SC,2018,State Representative,51,David Weeks,DEM,
129,SC,2018,State Representative,52,Laurie Slade Funderburk,DEM,
130,SC,2018,State Representative,52,Penry Gustafson,REP,
131,SC,2018,State Representative,53,Richie Yow,REP,
132,SC,2018,State Representative,54,Patricia Moore Henegan,DEM,
133,SC,2018,State Representative,55,Jackie Hayes,DEM,
134,SC,2018,State Representative,56,Tim McGinnis,REP,
135,SC,2018,State Representative,57,Frank Atkinson,DEM,
136,SC,2018,State Representative,58,Jeff Johnson,REP,
137,SC,2018,State Representative,59,Terry Alexander,DEM,
138,SC,2018,State Representative,6,Brian Keith White,REP,
139,SC,2018,State Representative,6,Ryan Cowsert,AMERICAN,
140,SC,2018,State Representative,60,Phillip Lowe,REP,
141,SC,2018,State Representative,60,Devon Justin Long,DEM,
142,SC,2018,State Representative,61,Roger Kirby,DEM,
143,SC,2018,State Representative,62,Robert Williams,DEM,
144,SC,2018,State Representative,62,Billy Baldwin,REP,
145,SC,2018,State Representative,63,Wallace Jordan Jr.,REP,
146,SC,2018,State Representative,63,Mike Brank,DEM,
147,SC,2018,State Representative,64,Robert Ridgeway III,DEM,
148,SC,2018,State Representative,65,James Lucas,REP,
149,SC,2018,State Representative,66,Gilda Cobb-Hunter,DEM,
150,SC,2018,State Representative,66,Tom Connor,REP,
151,SC,2018,State Representative,67,George Murrell Smith Jr.,REP,
152,SC,2018,State Representative,67,Brandon Humphries,LIB,
153,SC,2018,State Representative,68,Heather Ammons Crawford,REP,
154,SC,2018,State Representative,68,Cameron Ventura,LIB,
155,SC,2018,State Representative,69,Chris Wooten,REP,
156,SC,2018,State Representative,69,Beth Ann Rocheleau,DEM,
157,SC,2018,State Representative,69,David Morris,LIB,
158,SC,2018,State Representative,7,John West IV,REP,
159,SC,2018,State Representative,70,Wendy Brawley,DEM,
160,SC,2018,State Representative,71,Jonathan Ballentine,REP,
161,SC,2018,State Representative,72,Seth Rose,DEM,
162,SC,2018,State Representative,73,Christopher Hart,DEM,
163,SC,2018,State Representative,73,Ralph Bell,REP,
164,SC,2018,State Representative,74,James Todd Rutherford,DEM,
165,SC,2018,State Representative,74,Michael Block,UNITED CITIZENS,
166,SC,2018,State Representative,75,Kirkman Finlay III,REP,
167,SC,2018,State Representative,75,John Vernon Crangle,DEM,
168,SC,2018,State Representative,76,Leon Howard,DEM,
169,SC,2018,State Representative,77,Kambrell Houston Garvin,DEM,
170,SC,2018,State Representative,77,Justin Bishop,LIB,
171,SC,2018,State Representative,78,Beth Bernstein,DEM,
172,SC,2018,State Representative,79,"T Thigpen, IV",DEM,
173,SC,2018,State Representative,79,Victor Kocher,LIB,
174,SC,2018,State Representative,8,Jonathon Hill,REP,
175,SC,2018,State Representative,80,Jimmy Bales,DEM,
176,SC,2018,State Representative,81,Bart Blackwell,REP,
177,SC,2018,State Representative,81,Elise Fox,DEM,
178,SC,2018,State Representative,82,William Clyburn,DEM,
179,SC,2018,State Representative,83,Bill Hixon,REP,
180,SC,2018,State Representative,83,David Weikle,LIB,
181,SC,2018,State Representative,84,Ronald Young,REP,
182,SC,2018,State Representative,84,Jennifer Cook Lariscey,DEM,
183,SC,2018,State Representative,85,Colonel Huggins Jr.,REP,
184,SC,2018,State Representative,85,Sam Edwards,DEM,
185,SC,2018,State Representative,86,Bill Taylor,REP,
186,SC,2018,State Representative,87,Paula Rawl Calhoon,REP,
187,SC,2018,State Representative,87,Diane Summers,DEM,
188,SC,2018,State Representative,88,McLain Toole,REP,
189,SC,2018,State Representative,89,Micajah Caskey IV,REP,
190,SC,2018,State Representative,9,Anne Thayer,REP,
191,SC,2018,State Representative,90,Justin Bamberg,DEM,
192,SC,2018,State Representative,91,Lonnie Hosey,DEM,
193,SC,2018,State Representative,92,Joe Daning,REP,
194,SC,2018,State Representative,93,Russell Ott,DEM,
195,SC,2018,State Representative,93,Terry Kiser Sr.,REP,
196,SC,2018,State Representative,94,Converse Chellis IV,REP,
197,SC,2018,State Representative,94,Damian Daly,DEM,
198,SC,2018,State Representative,95,Jerry Govan Jr.,DEM,
199,SC,2018,State Representative,95,Chester Palmer,REP,
200,SC,2018,State Representative,96,Lawrence Spires,REP,
201,SC,2018,State Representative,96,Bob Vanlue,DEM,
202,SC,2018,State Representative,97,Mandy Kimmons,REP,
203,SC,2018,State Representative,97,Patsy Knight,DEM,
204,SC,2018,State Representative,98,Chris Murphy,REP,
205,SC,2018,State Representative,99,Nancy Mace,REP,
206,SC,2018,State Representative,99,Jen Gibson,DEM,
2,SC,2018,Superintendent Of Public Instruction,Statewide,Molly Mitchell Spearman,REP,
3,SC,2018,Superintendent Of Public Instruction,Statewide,Israel Romero,DEM,
4,SC,2018,U.S. Representative,1,Joe Cunningham,DEM,
5,SC,2018,U.S. Representative,1,Katherine Elizabeth Arrington,REP,
6,SC,2018,U.S. Representative,2,Addison Graves Wilson,REP,
7,SC,2018,U.S. Representative,2,Sean Carrigan,DEM,
8,SC,2018,U.S. Representative,2,Sonny Narang,AMERICAN,
9,SC,2018,U.S. Representative,3,Jeff Duncan,REP,
10,SC,2018,U.S. Representative,3,Mary Smith Geren,DEM,
11,SC,2018,U.S. Representative,3,Dave Moore,AMERICAN,
12,SC,2018,U.S. Representative,4,Guy Furay,AMERICAN,
13,SC,2018,U.S. Representative,4,Brandon Brown,DEM,
14,SC,2018,U.S. Representative,4,William Timmons IV,REP,
15,SC,2018,U.S. Representative,5,Ralph Norman,REP,
16,SC,2018,U.S. Representative,5,Archie Parnell,DEM,
17,SC,2018,U.S. Representative,5,Michael Chandler,CON,
18,SC,2018,U.S. Representative,6,James Clyburn,DEM,
19,SC,2018,U.S. Representative,6,Bryan Pugh,GRN,
20,SC,2018,U.S. Representative,6,Gerhard Gressmann,REP,
21,SC,2018,U.S. Representative,7,Tom Rice Jr.,REP,
22,SC,2018,U.S. Representative,7,Robert Williams,DEM,
