,State,Year,Position,District,Candidate,Party,Actual Vote Share
102,CO,2018,State Representative,34,Kyle Mullica,DEM,
103,CO,2018,State Representative,34,Alexander Winkler,REP,
104,CO,2018,State Representative,35,Shannon Bird,DEM,
105,CO,2018,State Representative,35,Bruce Baker,REP,
106,CO,2018,State Representative,35,Ken Biles,LIB,
107,CO,2018,State Representative,36,Mike Weissman,DEM,
108,CO,2018,State Representative,36,Richard Bowman,REP,
109,CO,2018,State Representative,37,Tom Sullivan,DEM,
110,CO,2018,State Representative,37,Cole Wist,REP,
111,CO,2018,State Representative,38,Christopher Kolker,DEM,
112,CO,2018,State Representative,38,Susan Beckman,REP,
113,CO,2018,State Representative,39,Mark Baisley,REP,
114,CO,2018,State Representative,39,Kamala Vanderkolk,DEM,
115,CO,2018,State Representative,39,Louis Gross,LIB,
116,CO,2018,State Representative,4,Serena Gonzales-Gutierrez,DEM,
117,CO,2018,State Representative,4,Robert John,REP,
118,CO,2018,State Representative,40,Janet Buckner,DEM,
119,CO,2018,State Representative,40,Richard Bassett,REP,
120,CO,2018,State Representative,41,Jovan Emerson Melton,DEM,
121,CO,2018,State Representative,41,Dahlia Jean Weinstein,REP,
122,CO,2018,State Representative,42,Dominique Jackson,DEM,
123,CO,2018,State Representative,42,Mike Donald,REP,
124,CO,2018,State Representative,43,Kevin Van Winkle,REP,
125,CO,2018,State Representative,43,Barrett Rothe,DEM,
126,CO,2018,State Representative,43,Scott Wagner,UNITY PARTY OF COLORADO,
127,CO,2018,State Representative,44,Kim Ransom,REP,
128,CO,2018,State Representative,44,Simone Aiken,DEM,
129,CO,2018,State Representative,45,Patrick Neville,REP,
130,CO,2018,State Representative,45,Danielle Young-Kombo,DEM,
131,CO,2018,State Representative,46,Daneya Leigh Esgar,DEM,
132,CO,2018,State Representative,46,Jonathan Ambler,REP,
133,CO,2018,State Representative,47,Brianna Buentello,DEM,
134,CO,2018,State Representative,47,Don Bendell,REP,
135,CO,2018,State Representative,48,Gbenga Ajiboye,DEM,
136,CO,2018,State Representative,48,Stephen Humphrey,REP,
137,CO,2018,State Representative,49,Perry Lynn Buck,REP,
138,CO,2018,State Representative,49,Conor Duffy,DEM,
139,CO,2018,State Representative,5,Alex Valdez,DEM,
140,CO,2018,State Representative,5,Rory Lamberton,LIB,
141,CO,2018,State Representative,5,Katherine Whitney,REP,
142,CO,2018,State Representative,50,Rochelle Galindo,DEM,
143,CO,2018,State Representative,50,Michael Thuener,REP,
144,CO,2018,State Representative,51,Hugh McKean,REP,
145,CO,2018,State Representative,51,Joan Shaffer,REP,
146,CO,2018,State Representative,52,Joann Ginal,DEM,
147,CO,2018,State Representative,52,Donna Walter,REP,
148,CO,2018,State Representative,53,Jennifer James Arndt,DEM,
149,CO,2018,State Representative,54,Thea Chase,IND,
150,CO,2018,State Representative,54,Matt Soper,REP,
151,CO,2018,State Representative,55,Janice Rich,REP,
152,CO,2018,State Representative,55,Tanya Travis,DEM,
153,CO,2018,State Representative,56,Rod Bockenfeld,REP,
154,CO,2018,State Representative,56,David Rose,DEM,
155,CO,2018,State Representative,56,Kevin Gulbranson,LIB,
156,CO,2018,State Representative,57,Robert Rankin,REP,
157,CO,2018,State Representative,57,Colin Wilhelm,DEM,
158,CO,2018,State Representative,58,Seth Cagin,DEM,
159,CO,2018,State Representative,58,Marc Catlin,REP,
160,CO,2018,State Representative,59,Barbara Hall McLachlan,DEM,
161,CO,2018,State Representative,59,Paul Jones,IND,
162,CO,2018,State Representative,6,Christopher Joshi Hansen,DEM,
163,CO,2018,State Representative,60,Erin Kelley,DEM,
164,CO,2018,State Representative,60,James Demont Wilson,REP,
165,CO,2018,State Representative,60,Glenn Ingalls,LIB,
166,CO,2018,State Representative,61,Julie McCluskie,DEM,
167,CO,2018,State Representative,61,Michael Mason,REP,
168,CO,2018,State Representative,62,Donald Elias Valdez,DEM,
169,CO,2018,State Representative,62,Scott Honeycutt,REP,
170,CO,2018,State Representative,63,Brandon Bobian,DEM,
171,CO,2018,State Representative,63,Lori Saine,REP,
172,CO,2018,State Representative,63,Joseph Johnson,LIB,
173,CO,2018,State Representative,64,Kimmi Joan Lewis,REP,
174,CO,2018,State Representative,64,Teri Nelson Baird,DEM,
175,CO,2018,State Representative,65,Rodney Pelton,REP,
176,CO,2018,State Representative,65,Bethleen McCall,DEM,
177,CO,2018,State Representative,7,James Rashad Coleman,DEM,
178,CO,2018,State Representative,7,Jay Frank Kucera,REP,
179,CO,2018,State Representative,8,Leslie Herod,DEM,
180,CO,2018,State Representative,9,Emily Sirota,DEM,
181,CO,2018,State Representative,9,Robert Lane,REP,
185,CO,2018,State Senator,1,Jerry Sonnenberg,REP,
186,CO,2018,State Senator,1,Debra Gustafson,DEM,
187,CO,2018,State Senator,11,Sanford Lee,DEM,
188,CO,2018,State Senator,11,Patrick McIntire,REP,
189,CO,2018,State Senator,13,John Cooke III,REP,
190,CO,2018,State Senator,13,Phil Kelley,DEM,
191,CO,2018,State Senator,13,Eric Joss,LIB,
192,CO,2018,State Senator,15,Rob Woodward,REP,
193,CO,2018,State Senator,15,Rebecca Cranston,DEM,
194,CO,2018,State Senator,16,Tammy Story,DEM,
195,CO,2018,State Senator,16,Timothy Patrick Neville,REP,
196,CO,2018,State Senator,16,James Gilman,LIB,
197,CO,2018,State Senator,2,Dennis Hisey,REP,
198,CO,2018,State Senator,2,Elizabeth Harz,DEM,
199,CO,2018,State Senator,20,Jessie Danielson,DEM,
200,CO,2018,State Senator,20,Christine Jensen,REP,
201,CO,2018,State Senator,20,Charles Messick,LIB,
202,CO,2018,State Senator,22,Romualdo Sanchez,REP,
203,CO,2018,State Senator,22,Brittany Pettersen,DEM,
204,CO,2018,State Senator,24,Faith Winter,DEM,
205,CO,2018,State Senator,24,Beth Martinez Humenik,REP,
206,CO,2018,State Senator,24,Adam Matkowsky,IND,
207,CO,2018,State Senator,24,Donald Osborn,LIB,
208,CO,2018,State Senator,3,Leroy Garcia Jr.,DEM,
209,CO,2018,State Senator,3,John Pickerill,LIB,
210,CO,2018,State Senator,30,Chris Holbert,REP,
211,CO,2018,State Senator,30,Steve Peterson,IND,
212,CO,2018,State Senator,30,Julia Varnell-Sarjeant,DEM,
213,CO,2018,State Senator,32,Robert Rodriguez,DEM,
214,CO,2018,State Senator,32,Peter Lucas Smith,IND,
215,CO,2018,State Senator,32,Mark Calonder,REP,
216,CO,2018,State Senator,34,Julia Gonzales,DEM,
217,CO,2018,State Senator,34,Gordon Alley,REP,
218,CO,2018,State Senator,5,Kerry Donovan,DEM,
219,CO,2018,State Senator,5,Olen Lund,REP,
220,CO,2018,State Senator,6,Donald Lee Coram,REP,
221,CO,2018,State Senator,6,Guinn Unger,DEM,
222,CO,2018,State Senator,7,Ray Scott,REP,
223,CO,2018,State Senator,7,Chris Kennedy,DEM,
224,CO,2018,State Senator,9,Paul Lundeen,REP,
225,CO,2018,State Senator,9,Gilberto Armendariz,DEM,
2,CO,2018,U.S. Representative,1,Diana Degette,DEM,
3,CO,2018,U.S. Representative,1,Miguel Lopez,DEMOCRATIC WRITEIN,
4,CO,2018,U.S. Representative,1,Raymon Anthony Doane,LIB,
5,CO,2018,U.S. Representative,1,Casper Stockham,REP,
6,CO,2018,U.S. Representative,2,Joseph Neguse,DEM,
7,CO,2018,U.S. Representative,2,Kevin Alumbaugh,GREEN WRITEIN,
8,CO,2018,U.S. Representative,2,Nicholas Thomas,IND,
9,CO,2018,U.S. Representative,2,Roger Barris,LIB,
10,CO,2018,U.S. Representative,2,Peter Yu,REP,
11,CO,2018,U.S. Representative,3,Scott Tipton,REP,
12,CO,2018,U.S. Representative,3,Diane Mitsch Bush,DEM,
13,CO,2018,U.S. Representative,3,Bruce Lohmiller,GREEN WRITEIN,
14,CO,2018,U.S. Representative,3,Sean McGary,GREEN WRITEIN,
15,CO,2018,U.S. Representative,3,Mary Malarsie,IND,
16,CO,2018,U.S. Representative,3,Gaylon Kent,LIB,
17,CO,2018,U.S. Representative,4,Kenneth Buck,REP,
18,CO,2018,U.S. Representative,4,Karen Dvm McCormick,DEM,
19,CO,2018,U.S. Representative,4,Richard Lyons Weil,DEMOCRATIC WRITEIN,
20,CO,2018,U.S. Representative,4,John Vigil,GREEN WRITEIN,
21,CO,2018,U.S. Representative,5,Douglas Lamborn,REP,
22,CO,2018,U.S. Representative,5,Stephany Rose Spaulding,DEM,
23,CO,2018,U.S. Representative,5,Lori Furstenberg,DEMOCRATIC WRITEIN,
24,CO,2018,U.S. Representative,5,Douglas Randall,LIB,
25,CO,2018,U.S. Representative,6,Michael Coffman,REP,
26,CO,2018,U.S. Representative,6,Jason Crow,DEM,
27,CO,2018,U.S. Representative,6,Christopher Allen,GREEN WRITEIN,
28,CO,2018,U.S. Representative,6,Kat Martin,LIB,
29,CO,2018,U.S. Representative,6,Dan Chapin,IND,
30,CO,2018,U.S. Representative,7,Edwin Perlmutter,DEM,
31,CO,2018,U.S. Representative,7,Steve Zorn,DEMOCRATIC WRITEIN,
32,CO,2018,U.S. Representative,7,Michael Haughey,GREEN WRITEIN,
33,CO,2018,U.S. Representative,7,Jennifer Nackerud,LIB,
34,CO,2018,U.S. Representative,7,Mark Barrington,REP,
